time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.621164,0.00230097118183,-0.551849588442,-0.00153398078789,0.752034081261,0.00191747598486,1.25671376048,0.0026844663788,100.0,1.26783512119,-0.605922411215,-0.15569904997,0.94339818455,0.0912718568792,1.21874773597,0.16835439147,10.9120521545
0.621269,0.00230097118183,-0.551849588442,-0.00153398078789,0.752034081261,0.00191747598486,1.25671376048,0.0026844663788,100.0,1.26783512119,-0.605922411215,-0.15569904997,0.94339818455,0.0912718568792,1.21874773597,0.16835439147,10.9120521545
0.631355,0.00191747598486,-0.551466093245,-0.00191747598486,0.752801071655,0.00191747598486,1.25748075087,0.00230097118183,100.0,1.26783512119,-0.606689401609,-0.15569904997,0.943781679747,0.0912718568792,1.21836424078,0.169121381864,10.9120521545
0.641457,0.00191747598486,-0.551466093245,-0.0026844663788,0.752801071655,0.00191747598486,1.25671376048,0.0026844663788,100.0,1.26783512119,-0.605922411215,-0.15569904997,0.944165174943,0.0908883616822,1.21836424078,0.167970896273,10.9120521545
0.651419,0.00153398078789,-0.551082598048,-0.00191747598486,0.752417576458,0.00115048559091,1.25633026528,0.00230097118183,100.0,1.26706813079,-0.606689401609,-0.156082545167,0.94339818455,0.0912718568792,1.21913123117,0.169121381864,10.9120521545
0.661445,0.00191747598486,-0.551466093245,-0.00306796157577,0.752034081261,0.00115048559091,1.25633026528,0.0026844663788,100.0,1.26745162599,-0.605922411215,-0.156466040364,0.943781679747,0.0912718568792,1.21913123117,0.16835439147,10.9120521545
0.671533,0.00191747598486,-0.551466093245,-0.0026844663788,0.752801071655,0.00153398078789,1.25594677008,0.00230097118183,100.0,1.26706813079,-0.606305906412,-0.15569904997,0.943781679747,0.0920388472731,1.21836424078,0.167587401076,10.9120521545
0.681468,0.00230097118183,-0.550699102851,-0.00153398078789,0.752417576458,0.00153398078789,1.25633026528,0.00191747598486,100.0,1.26783512119,-0.606689401609,-0.15569904997,0.944165174943,0.0912718568792,1.21989822157,0.167970896273,10.9120521545
0.691346,0.00191747598486,-0.551466093245,-0.00230097118183,0.752034081261,0.00153398078789,1.25671376048,0.00230097118183,100.0,1.26783512119,-0.605538916018,-0.155315554773,0.943781679747,0.0912718568792,1.21874773597,0.16835439147,10.9120521545
0.701365,0.00191747598486,-0.551466093245,-0.0026844663788,0.752801071655,0.000383495196971,1.25633026528,0.00230097118183,100.0,1.26783512119,-0.606689401609,-0.15569904997,0.943781679747,0.0916553520762,1.21874773597,0.168737886667,10.9120521545
0.711398,0.00191747598486,-0.551466093245,-0.0026844663788,0.752801071655,0.00230097118183,1.25709725567,0.00230097118183,100.0,1.26821861638,-0.606305906412,-0.15569904997,0.944165174943,0.0912718568792,1.21836424078,0.167587401076,10.9120521545
